ORF	NAME	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YLR102C	APC9   CELL CYCLE       ANAPHASE-PROMOTING COMPLEX SUBUNIT	-0.43	0.23	-0.38	-0.86	-0.86	-0.3	-0.42	-0.34	-0.23	-0.03	-0.51	-0.43	-0.18	-0.67	-0.94	-0.22	-0.38	-0.12	0.29	-0.04	-0.34	-0.34	-0.43	-0.69	-0.42	0.26	0.12	-0.34	-0.12	-0.04	-0.23	0.2	-0.45	-0.43	-0.47	-0.12	0.01		-0.12	-0.22	-0.14	-0.07	-0.18	0.23	0.1	-0.14	0.03	-0.01	0.48	1.28	2.05	1.68	2.13	-0.62	1.27	0.32	1	1.39	-0.29	0.11	0.04	0.12	-0.03	-0.18	-0.42	-0.2	-0.14	-0.47	-0.64	0.31	-0.2	-0.62	-0.07	-0.15	-0.07	-0.07	-0.27	0.7	0.3
YLR220W	"CCC1   ION HOMEOSTASIS, CA2+ AN TRANSMEMBRANE TRANSPORTER, PUTATIVE"	-0.45	-0.38	-0.71	-0.6	-0.84	-0.51	-0.64	-0.94	-0.51	-0.3	-0.71	-0.07	-0.6	-0.92	-0.79	-0.51	-0.97	-0.51	-0.32	-0.06	0.53	0.37	-0.2	-0.22	-0.15	0.45	0.37	0.19	-0.03	0.11	0.39	0.1	0.28	0.23	0.21	0.3	0.19	0.18	0.12	0.34	-0.06	0.1	0.23	-0.22	-0.01	-0.09		-0.51	0.89	2.34	3.85	2.99	3.38	-1.6	1.93	0.49	1.16	1.1	-0.09	0.52	0.18	0.07	0.28	-0.71	-0.23	-0.92	-0.47	-0.22	0.1	0.42	-0.64	-0.38	0.1	0.12	0.44	0.29	0.3	0.71	0.59
YML065W	ORC1   DNA REPLICATION     ORIGIN RECOGNITION COMPLEX 104 KD SUBUNIT	-0.54	-0.74	-0.86	-0.62	0.11	-0.07	0.38	0.11	0.16	0.18	-0.36	-0.25	-0.2	-0.25	0.26	0.08	0.26	0.1	-1.18	-0.67	-0.6	-0.56	-0.12	0.06	-0.18	0.06	0.2	0.3	-0.32	0.11	-0.45	-0.32	-0.49	-0.64	-0.1	0.31	0.06	-0.06	-0.69	-0.6	-0.09	0.07	-0.25	-0.71	-0.49	-0.94	-0.56	-0.47	0.21	1.51	2.84	2.68	2.53	-1.4	0.77	0.55	1.24	1.78	-0.12	-0.34	-0.1	-0.47	-0.15	0.08	-0.54	-0.34	-0.45	-0.54	-0.01	0.45	-0.69	0.16	-0.14	-0.2	-0.15	-0.36	-0.43	-0.3	-1.03
YBR045C	GIP1   GLUCOSE REPRESSION    (PUTATIVE) GLC7P REGULATORY SUBUNIT	0.12	0.24	0.07	0.03	0.11	-0.22	0.04	0.36	-0.15	-0.03	-0.01	-0.04	-0.04		0.24	0.55	-0.17	0.1	-0.36	-0.27	0.04	0.21	0.04	-0.29	0.04	-0.3	-0.18	0.04	-0.64	-0.09	-0.84	-0.18		0.45	-0.09	-0.54	-0.84	-0.18	0.45	0.92	0.1		0.08	0.68	-0.92	-0.2	-1	0.19	0.1	1.55	2.88	3.37	3.56	-1.94	1.97	1.61	0.4	1.14	0.21	-0.01	0.11	0.03	-0.15	-0.51	0.12	-0.81	-0.36	-0.6	0.38	0.11	0.49	0.06	0.12	0.11	0.21	-0.04	-0.34	-0.1	0.25
YNL318C	NONE   TRANSPORT        HEXOSE PERMEASE		-0.38	0.34	0.15	-0.2	-0.29	-0.07	0.26	-0.15	0.54	0.19	-0.17	0.11	-0.29	0.18	-0.17	-0.58	0.18	-0.47	-0.74	-0.43	-0.2	0.16	-0.36	-0.3	-0.49	-0.34	-0.36	-0.6	-0.76	-0.97	-0.38	-0.43		-0.4	-0.58	-1.22	-0.64	-0.56	1.03	-0.03	-0.89	-0.51	0.01	-1.15	-0.14	-0.69	-0.56	-0.47	3.13	4.56	4.36	5.06	-4.06	2.16	1.97		2.84	-0.03	-0.2	0.51	0.01	-0.43	0.23	-0.62	-0.1	-0.92	-0.45	0.15	0.7	0.07	0.12	-0.49	-0.07	-0.22	-0.23	-0.71	-0.22	-0.04
YFR023W	PES4   DNA REPLICATION     UNKNOWN; SUPPRESSES DNA POLYMERASE EPSILON MUTATION	-0.25	0.4	0.16	-0.56	-0.06	-0.69	-0.09	0.01	0.24	-0.38	-0.4	-0.42	-0.34	-0.32	0.06	-0.47	-0.12	-0.15	0.06	-0.62	-0.64	-0.32	-0.6	0.06	-0.45	-0.74	-0.76	-1.43	-0.01	-1.32	-1.43	-0.84	0.44	0.37	0.08	-0.49	-0.76	-0.6	-0.47	0.67	-0.2	-0.27	-0.27	-0.1	-0.6	-0.29	-0.58	-0.58	-0.38	4.13	4.29	4.57	5.65	-4.64	1.49	1.3	0.26	3.03	1.24	-0.04	0.03	0.28	-1	0.06	-1.06	-0.56	-0.29	-0.92	0.56	0.74	0.51	0.23	-0.69	0.24	0.1	-0.45	-0.27	0.5	0.44
YHR015W	"MIP6   MRNA EXPORT, PUTATIVE    RNA-BINDING PROTEIN"		-0.12	0.25	-0.2	0.04	-0.27	-0.03	-0.2	-0.1	0.1	0.08	-0.1		-0.27	0.04	-0.07	0.19	-0.03	-0.2	-0.25	-0.47	-0.27	-0.23	-0.62	-0.15	-0.17	-0.29	-0.34	-0.4	-0.17	-0.89	-0.42	-1.12	-0.71	-0.89	0.12	-0.03	-0.04	0.14	0.1	0.11	-0.23	-0.04	-1.09	-0.97	-0.14	-0.36	-0.81	0.12	4.27	5.58	4.85	5.88	-4.06	1.85	1.23	0.6	2.57	0.01	0.1	0.03	0.38	-0.58	0.12	-0.38	-0.25	-0.49	-0.67	0.32	0.99	0.61	0.9	0.11	-0.71	-0.1	-0.36	0.41	0.67	
YIL139C	REV7   DNA REPAIR       DNA POLYMERASE ZETA	-0.34	-0.03	-0.04	0.11	-0.14	-0.17	-0.43	-0.38	-0.3	-0.56	-0.22	-0.01	0.08	-0.34	-0.34	-0.27	-0.45	-0.23	-0.34	-0.38	-0.34	-0.36	-0.32	-0.1	-0.3	-0.38	-0.34	-0.18	-0.2	-0.4	-0.25	-0.3	-0.1	0.08	0.1	-0.49	-0.54	-0.47	-0.54	-0.47	-0.56	-0.56	-0.56	-0.69	-0.42	-0.67	-0.51	-0.34	0.01	1.58	2.54	2.49	2.61	-1.74	1.28	0.58	0.04	0.48	-0.04	-0.34	0.04	-0.07	-0.07	0.01	-0.2	-0.03	-0.2	0.08	0.04	0.49		-0.22	-0.07	0.01	0.21	-0.4	-0.15	-0.14	-0.14
YDR263C	DIN7   DNA REPAIR (PUTATIVE)    DNA DAMAGE-INDUCIBLE	0.03	-0.2	0.23	0.11	0.1	-0.1	0.3	0.06	0.06	-0.15	0.42	0.25	0.16	-0.04	0.32	-0.04	0.23	0.2	-0.67	-0.14	-0.58	-0.43	-0.15	-0.32	-0.42	-0.45	-0.36	-0.49	-0.47	-0.17	-0.43	-0.43	-0.38	-0.12	0.19	0.03	-0.14	-0.15	-0.43	-0.06	-0.2	-0.42	-0.45	0.01	-0.12	-0.34	-0.36	-0.79	0.89	2	3.13	3.48	2.49	-1.06	1.5	1.3	2.17	1.42	-0.12	-0.36	-0.27	0.53	-0.06	0.59	-0.12	0.07	-0.25	-0.62	0.2	0.77	0.11	-0.32	-0.38	-0.32	-0.14	-0.1	-0.22	0.18	0.08
YLR045C	STU2   CYTOSKELETON        SPINDLE POLE BODY COMPONENT	-1.32	-0.45	-0.79	-0.06	-0.07	0.15	0.29	-0.1	-0.3	-0.42	-0.54	-0.04	-0.12	0.03	0.31	0.45	-0.25	-0.12	-0.64	-0.84	-0.58	-0.62	-0.2	0.2	0.45	0.41	0.21	0.44	0.03	0.31	0.08	-0.25	-0.36	-0.12	0.01	0.44	-0.23	-0.56	-0.62	-0.4	0.53	-0.25	-0.18	-0.47	-0.54	-0.64	-0.64	-0.14	1.82	3.06	4.28	3.7	4.06	-1.29	1.54	1.08	2.62	2.3	0.03	-0.07	-0.27	0.04	0.16	0.42	-0.51	-0.45	-0.32	-0.12	0.11	0.18	0.23	0.01	0.12	0.04	0.14	0.01	-0.07	-0.47	-0.64
YOR033C	DHS1   DNA REPAIR       EXONUCLEASE; ALSO RECOMBINATION	-0.3	-0.34	0.45	0.58	0.12	-0.1	-0.14	-0.29	-0.2	-0.27	0.32	0.41	0.25	-0.12	-0.04	0.04	-0.2	-0.25	-0.84	-0.69	-0.51	-0.27	0.04	0.08	0.19	0.1	-0.15	-0.29	-0.45	-0.42	-0.34	-0.45	0.36	1.1	0.69	-0.4	-0.4	-0.58	0.15	0.54	0.18	-0.47	-0.71	0.44	0.01	-0.42	-0.36	-0.3	1.34	3.2	3.79	3.88	3.83	-1.89	1.04	0.87	1.99	2.14	-0.04	-0.18	-0.06		0.06		-0.29	-0.47	-0.58	-0.3	-0.3	0.42	-0.22	0.31	-0.04	-0.03	-0.17	-0.32	-0.3	-0.84	0.1
YIL159W	BNR1   CYTOSKELETON        ACTIN FILAMENT ORGANIZATION	-0.17	-0.56	-0.23	0.01	0.21	-0.47	-0.04	-0.22	-0.17	-0.14	-0.1	-0.14	-0.14	-0.17	-0.2	-0.23	-0.12	-0.29	-0.62	-0.47	-0.18	0.06	-0.09	-0.22	0.03	-0.27	0.18	0.15	-0.54	0.19	-0.38	-0.2	0.31	0.67	0.14	-0.22	-1.12	0.1	0.06	0.12		-0.58	-0.22	-0.29	-0.36	-0.51	-0.58	-0.54	0.8	3	3.67	3.92	2.81	-2.12	0.81	1.01	1.92	1.42	-0.22	-0.29	-0.43	0.46	-0.06	-0.34	-0.38	-0.64	-0.67	-0.49	0.31	0.28	-0.22	-0.3	-0.1	-0.14	-0.42	-0.56	-0.4	-0.94	-0.38
YKL042W	SPC42  CYTOSKELETON        SPINDLE POLE BODY COMPONENT	-0.06		0.51	0.45	0.57	0.15	-0.17	0.46	-0.12	-0.34	1.22	0.51	0.46	0.07	0.55	0.63	-0.3		-0.54	-0.84	-0.54	-0.38	-0.07	0.04	-0.12	0.11	-0.18	-0.27	-0.12	-0.04	-0.09	-0.4	-0.45	0.42	0.5	-0.3	-0.56	-0.45	-0.15	-0.1	0.2	-0.54	-0.2	0.04	-0.81	-0.47	-0.51	0.11	0.74	2.04	2.23	3.16	3.76	-1.84	1.47	1.57	1.72	1.3	-0.17	-0.42	-0.1	-0.17	-0.49	-0.06	-0.27	-0.04	-0.6	-0.54	-0.07	0.49	-0.14	-0.04	-0.25	-0.12	-0.06	-0.47	-0.36	-0.6	-0.15
YNL225C	CNM67  CYTOSKELETON        SPINDLE POLE BODY COMPONENT	-0.81	-0.2	-0.43	0.15	-0.42	-0.23	-0.56	-0.49	-0.51	-0.22	-0.36	0.32	-0.15	-0.79	-0.97	-0.27	-0.76	-0.45	-0.17	-1	0.36	-0.15	0.06	-0.15	-0.07	-0.06	-0.27	-0.56	0.15	-0.43	-0.56	-0.36	0.11	0.59	0.69	-0.15	-0.42	-0.58	-0.17	-0.07	-0.22	-0.64	-0.67	0.32	-0.04	-0.36	-0.45	-0.42	0.96	2.81	4.39	3.49	4.31	-1.69	1.35	1.01	1.86	1.69	-0.12	-0.4	-0.17	-0.97	-1.06	0.4	-0.38	0.5	-0.42	-0.18	-0.22	0.5	-0.27	-0.32	-0.2	-0.4	0.04	-0.27	-0.1	0.39	-0.64
YLR210W	CLB4   CELL CYCLE       G2/M CYCLIN	0.06	0.01	-0.27	0.24	0.37	0.39	0.37	-0.03	-0.1	-0.09	-0.42	-0.07	-0.14	0.23	0.18	0.11	-0.79	0.04	-0.04	-0.67	-0.4	-0.1	-0.01	0.04	0.08		0.01	-0.2	0.1	-0.49	-0.69	-0.51	-0.94	-0.54	-0.17	0.7	0.44	-0.47	-0.69	-0.01	0.51	0.6	-0.12	-0.86	0.04	0.06	0.26	-0.47	0.67		4.05	3.25	3.55	-2.06	1.1	0.36	1.58	2.22	0.01	-0.04	0.03		-0.01	0.56	-0.25	-0.54	-0.47	-0.2	-0.15	0.53	0.63	0.43	-0.18	-0.07	-0.06	-0.18	0.34	-0.03	-0.94
YCR002C	CDC10  CYTOKINESIS      GTP BINDING PROTEIN	0.14	-0.12	0.25	-0.12	0.16	-0.3	0.42	0.51	0.42	0.03	0.32	-0.17	-0.01	-0.03	0.39	0.08	0.41	-0.01	-0.47	-0.62	-0.58	-0.32	-0.07	-0.29	-0.04	-0.18	-0.29	-0.43	-0.04	-0.22	-0.51	-0.64	-0.58	-0.76	-0.23	0.08	0.31	0.11	-0.07	-0.17	-0.1	0.1	0.31	-1.09	-0.03	-0.2	-0.3	0.04	0.59	2.19	3.51	3.09	3.26	-1.84	1.53	0.76	1.13		-0.07	-0.07	-0.15	-0.76	-0.18	-0.17	0.28	-0.25	-0.17	-0.79	0.08	0.29	-0.34	-0.69	0.26	0.29	0.18	-0.18	-0.1	0.39	-0.62
YLR314C	CDC3   CYTOKINESIS      SEPTIN	-0.58	-0.45	-0.6	0.03	-0.1	0.08	0.23	-0.2	0.06	-0.29	-0.36	-0.22	-0.34	-0.49	-0.22	0.03	-0.27	-0.18	-1.43	-0.94	-0.97	-0.42	-0.2		-0.04	0.41	0.77	0.36	0.49	0.45	0.18	-0.09	-0.04	-0.49	0.03	0.29	0.3	-0.38	-0.54	-0.54	-0.14	-0.01	-0.3	-0.18	-0.07	-0.42	-0.06	-0.07	0.78	2.86	3.93	4.08	4.25	-2.18	1.68	1.15	1.79	0.96	0.07	-0.04	-0.07	0.1		-1.12	-0.1	0.01	0.14	0.06	0.01	-0.09	-1.09	-0.67	0.1	-0.29	0.07	-0.34	-0.4		-1.18
YDL155W	CLB3   CELL CYCLE       G2/M CYCLIN	-0.71	-0.3	-0.09	0.21	0.21	0.33	-0.27	0.31	0.11	-0.12	0.03	0.21	0.08	0.01	-0.07	0.45	0.01	0.01	-0.14	-0.29	-0.07	0.15	0.4	0.52	0.57	0.49	-0.1	0.03	0.26	-0.04	-0.51	0.12	-0.38	-0.15	-0.23	-0.03	-0.74	-0.32	-0.18	0.85	0.07	-0.84	-0.1	-0.03	-0.89	-0.03	-0.54	-0.06	-0.12	1.45	2.8	3.36	3.56	-1.6	1.89	2.17	0.74	0.33	-0.09	-0.45	-0.25	0.18	0.03	0.16	-0.22	-0.47	-0.3	-0.79	-0.36		-0.14	-0.23	0.15	0.18	-0.06	-0.17	-0.51	-0.17	-0.69
YKL022C	CDC16  CELL CYCLE       ANAPHASE-PROMOTING COMPLEX SUBUNIT	-0.14	-0.14	-0.12	0.11	0.33		-0.12	0.04	0.23	-0.12	0.74	-0.01	-0.12	0.18	0.37	0.43	-0.15	-0.25	-0.04	-0.4	-0.29	-0.34	-0.27	-0.4	-0.36	-0.09	-0.17	-0.15	-0.27	-0.14	-0.09	-0.29	0.23	-0.04	-0.07	-1.89	-0.62	-0.22	-0.14	-0.07	-0.12	-0.27	-0.17	0.24	-0.27	-0.3	-0.29	-0.09	0.04	1.13	2.09	2.14	2.57	-1.29	1.23	1.23	0.32	0.55	-0.04	0.04	-0.14	0.32	-0.04	-0.2	-0.1	-0.51	-0.3	-0.15	-0.32	-0.23	-0.43	-0.09	0.18	0.12	0.2	-0.12	-0.2	-0.29	0.06
YPL124W	NIP29  NUCLEAR PROTEIN TARGETIN SPINDLE POLE BODY ASSOCIATED PROTEIN	-0.69	-0.43	0.39	0.11	0.06	-0.15	-0.06	-0.42	-0.56	-0.36	-0.62	-0.06	-0.04	-0.3	-0.4	-0.25	-0.6	0.32	-0.06	-0.79	-0.45	-0.38	0.06	0.08	-0.09	-0.2	-0.23	-0.56	-0.07	-0.51	-0.6	-0.43	-0.12	0.57	0.2	0.32	-0.18	-0.42	0.06	0.14	-0.2	-0.12	-0.89	-1.03	0.11	-0.1	-0.04	-0.38	1.22	1.77	2.75	2.51	1.94	-0.79	0.61	-0.12	1.64	1.99	-0.15	-0.27	0.37	0.38	-1.29	0.87	-0.1	-0.07	-1.29	-0.51	-0.09	0.32		0.23	-0.29	-0.15	0.03	-0.15	-0.27	0.42	-0.17
YHR119W	SET1   TRANSCRIPTION       TRITHORAX PROTEIN FAMILY	-0.71	-0.62	-0.69	-0.38	-0.49	-0.18	-0.45		-0.23	0.19	-0.25	-0.15	-0.04	-0.43	-0.51	-0.09	-0.62	-0.29	-0.54	-0.27	-0.06	-0.15	0.1	0.08	0.1	0.3	0.07	0.34	0.11	0.31	-0.22	0.01	-0.56	-0.3	-0.18	0.06	-0.1	-0.1	-0.4	-0.34	0.2	0.15	-0.12	0.38	-0.29	-0.49	-0.64	-0.04	0.87	1.34	1.9	1.31	1.78	-0.64	0.18	-0.36	1.48	1.42	-0.03	-0.25	0.2	0.01	0.25	0.34	-0.18	-0.49	-0.47	-0.56	-0.3	0.04	-0.27	0.08	-0.03	-0.22	0.69	-0.12	-0.29	-0.36	-0.58
YKR048C	NAP1   CHROMATIN STRUCTURE    NUCLEOSOME ASSEMBLY PROTEIN	0.07	-0.42	-0.09	-0.25		-0.34	0.34	-0.07	0.2	-0.04	-0.03	-0.29	-0.22	-0.62	-0.12	-0.18	0.1	-0.15	0.48	0.28	-0.29	-0.15	-0.18	-0.06	-0.15	0.21	0.54	-0.06	0.19	0.39	0.33	0.16	0.24	-0.01	0.11	0.11	0.25	0.19	-0.03	-0.12	-0.15	-0.03	0.14	-0.43	0.32	-0.07	0.16	0.24	0.39	-0.23		-0.4	-0.51	0.94	-0.42	-0.07	0.18	-0.07	0.06	0.06	0.01	0.51	0.51	0.67	0.3	-0.76	0.03	0.14	-0.1	-0.29	0.04	-0.12	-0.47	-0.12	0.43	-0.2	-0.14	0.43	0.34
YDR498C	SEC20  SECRETION        UNKNOWN; ER MEMBRANE PROTEIN	-0.54	-0.27	-0.23	-0.36	-0.17	0.08	-0.4	-0.34		0.16	-0.07	0.01	-0.09	-0.12	-0.25	-0.01		-0.14	0.23	0.06	0.04	0.06	-0.09	-0.09	0.2	0.08	0.12	0.11	0.04	-0.54	-0.38	-0.04	-0.81	0.31	-0.32	-0.01	-0.22	0.23	0.56	0.7	1.07	-0.03	0.29	0.87	0.14	-0.01	0.48	0.12	0.01	-0.22	-0.47	-0.56	-0.54	0.21	-0.36	0.8	0.25	0.89	-0.22	-0.18	-0.06	-0.1	-0.22	0.23	0.01	-0.42	-0.1	-0.29	-0.42	0.32	-0.2	-0.42	-0.23	-0.27	0.26	-0.32	-0.43	0.62	-0.17
YPR167C	MET16  SULFATE ASSIMILATION     3'-PHOSPHOADENYLYLSULFATE REDUCTASE	0.1	0.4	0.03	-0.06		0.12	0.29	0.11	0.3	-0.38	0.06	-0.07	-0.23	-0.45		-0.06	0.04	-0.18	-0.56	-0.18	-0.2	-0.23	0.14	-0.42	-0.17	-0.01	-0.17	-0.25	-0.03	-0.12	-0.42	-0.56	-0.71	-0.27	0.3	0.3	-0.14	-0.18	-0.01	0.33	0.32	-0.03	-0.36	0.39	0.41	0.4	0.74	-0.18	0.18	-0.09	-0.03	-0.25	-0.43	0.25	0.03	0.12	0.43	0.96	-0.09	0.04	0.11	-0.3	-0.4	0.28	-0.36	-0.06	0.04	0.11	-0.42	0.26	0.18	0.6	-0.09	-0.45	-0.06	-0.03	-0.4	0.46	-0.43
YPR129W	SCD6   SECRETION (PUTATIVE)     SUPPRESSOR OF CLATHRIN DEFICIENCY	-0.29	-0.54	-0.14	-0.23	0.03	-0.34	0.15	-0.22	0.24	-0.42	-0.2	-0.36	-0.17	-0.34	0.11	-0.12	-0.01	0.4	0.11	-0.23	-0.47	0.11	-0.32	-0.2	0.12	-0.06	0.21	0.15	-0.4	-0.09	-0.09	-0.09	-0.18	-0.22	-0.04	-0.03	0.12	0.03	-0.49	-0.23	-0.12	-0.03		0.29	0.07	-0.09	0.2	-0.2	0.55	0.01	-0.23	-0.56	-0.32	0.44	-0.14	-0.58	0.31	0.84	-0.12	-0.36	0.52	0.15	-0.47	-0.27	0.03	-0.15	0.21	-0.34	-0.18	0.69	0.82	0.06	0.11	0.07	0.04	-0.29	-0.3	-0.1	-0.84
YBR041W	FAT1   TRANSPORT        LONG-CHAIN FATTY ACID TRANSPORTER	-0.18	-0.34	0.48	0.29	0.46	0.06	0.11	0.19	-0.32	-0.25	-0.34	0.14	0.14	0.24	0.03	-0.03	-0.07	-0.03	-0.54	-0.64	-0.58	-0.97	-0.32		-0.42	-0.27	0.08	0.03	-0.38	0.11	-0.15	-0.36	-0.84	-0.14	0.12	0.19	0.29	-0.09	0.21	0.44	0.33	0.18	-0.1	-0.62	0.12	-0.04	-0.09	-0.09	0.21	-0.01	0.06	-0.34	-0.4	0.53	-0.34	-0.29	0.71	0.89	-0.18	0.28	0.01	-0.51	-0.29	-0.76	-0.1	-0.43	-0.09	-0.29	0.15	-0.18	-0.47	-0.27	0.25	0.16	0.28	0.29	0.26	0.04	0.1
YML007W	YAP1   OXIDATIVE STRESS    TRANSCRIPTIONAL ACTIVATOR	-0.23	-0.18	-0.01	-0.27	-0.12	-0.12	0.21	-0.18	-0.09	-0.01	-0.01	-0.01	-0.14	-0.25	-0.25	-0.17	0.06	-0.03	0.1	0.12	-0.49	-0.32	-0.17	0.08	-0.32	-0.1	0.08	0.06	0.01	0.29	0.06	0.33	-0.09	-0.06	-0.25		0.01	-0.04	0.07	-0.25	-0.04	0.39	0.26	-0.34	0.65	0.38	0.44	-0.06	0.46	0.04	-0.3	-0.22	0.04	0.79	-0.56	-0.14	0.62	0.74	-0.32	0.11	-0.07	-0.07	-0.04	-0.62	0.51	0.1	0.29	-0.12	-0.38		-0.07	0.39	0.14	-0.06	-0.06	-0.09	-0.25	0.04	0.01
YDR284C	DPP1   PHOSPHOLIPID METABOLISM  DIACYLGLYCEROL PYROPHOSPHATE PHOSPHATASE	-0.47	-0.22	-0.17	0.18	-0.27	0.14	-0.34	-0.09	-0.09	0.06	0.07	-0.38	-0.07	-0.4	-0.36	-0.25	-0.2	-0.18	0.11	0.12	0.49	-0.86	-0.32	-0.15	0.07	0.08	0.01	-0.06	0.12	0.11	0.04	0.15	-0.34	-0.42	-0.4	0.45	0.03	0.08	0.03	0.48	0.8	0.16	0.14	0.55	-0.07	0.32	0.04	0.01	0.7	-0.36	-0.25	-0.1	-0.04	0.69	-0.34	-0.27	1.29		-0.2	-0.15	0.3	-0.27	-0.32	-0.06	0.38	-0.23	0.19	0.12	-0.27	0.46	-0.17	-0.01	-0.09	-0.14	0.75	0.2	-0.03	0.61	-0.29
YDR182W	CDC1   MN2+ ION HOMEOSTASIS     UNKNOWN	-0.23	-0.34	-0.22	-0.29	0.03	-0.29	-0.03	-0.54	-0.23	0.01	-0.22	-0.32	-0.32	-0.58	-0.29	-0.25	-0.29	-0.36	-0.09	-0.43	-0.3	-0.62	-0.58	-0.22	-0.29	0.32	0.18	0.28	-0.01	0.31	0.19	0.14	-0.18	-0.12	0.14	0.32	0.26	-0.04	-0.14	0.07	0.28	0.32	0.14	-0.06	0.07	0.06	-0.07	-0.17	0.12	-0.14	0.04	-0.38	-0.4	0.04	-0.43	-0.67	0.78	0.86	-0.67	0.25	0.14	-0.3	-0.07	-0.36	-0.18	-0.56	0.01	-0.06	-0.3	0.03	0.18	-0.06	-0.25	0.01	0.32	-0.14	-0.45	0.66	0.04
YGR252W	GCN5   CHROMATIN STRUCTURE    HISTONE ACETYLTRANSFERASE	-0.32	0.2	-0.27	-0.14	-0.18		-0.1	0.26	0.06	-0.43	-0.09	-0.34	-0.14	-0.09	0.21	0.19	-0.29	-0.03	0.26	-0.3	-0.09	-0.07	-0.29	-0.07	-0.15	0.03	-0.07	-0.2	-0.29	-0.01	-0.18		-0.29	-0.1	-0.03	0.16	-0.14	-0.27	-0.22	-0.12	0.54	-0.03	-0.17	0.31	-0.4	-0.34	-0.45	0.1	0.34	-0.03	-0.04	-0.06		0.29	-0.29	-0.06	0.77	0.62	0.06	-0.38	-0.38	-0.29	-0.42	-0.2	-0.1	-0.29	-0.12	-0.51	-0.27	0.18	0.08	-0.22	0.01	0.18	0.44	0.06	0.16	0.14	0.04
YOR124C	"UBP2   PROTEIN DEGRADATION, UBI UBIQUITIN-SPECIFIC PROTEASE"	-0.04	-0.2	0.34	0.14	0.16	-0.03	-0.07	-0.14	-0.07	-0.18	-0.17	-0.06	-0.12	-0.25	-0.01	-0.23	0.04	-0.01	0.68	-0.07	-0.22	0.07	-0.74	-0.23	-0.4	-0.47	-0.36	-0.36	-0.32	-0.14	-0.27	-0.06	-0.47	-0.56	-0.34	-0.32	-0.18	-0.32	-0.14	-0.56	-0.79	-0.29	-0.27	-0.74	0.36	0.18	0.11	-0.04	-0.22	0.23	0.19	-0.38	-0.4	-0.15	-0.07	-0.89	0.14	0.44	-0.56	0.88	0.59	0.25	0.37	-0.84	-0.32	-0.07	-0.14	-0.1	-0.51	0.21	0.08	0.39	-0.1	0.04	0.11	0.38	0.57	0.65	-0.17
YJR035W	RAD26  DNA REPAIR       PUTATIVE HELICASE	-0.38	0.3	-0.09	-0.22	-0.38	0.06	-0.51	-0.3	-0.12	0.39	-0.12	0.11	-0.42	-0.45	-0.3		-0.14	-0.06	0.18	0.69	0.14	0.33	-0.18	-0.38	-0.22	0.01	0.01	0.04	-0.4	-0.07	0.01	0.16	-0.18	-0.27	-0.27	-0.23	-0.34	-0.06	-0.56	-0.04	-0.43	-0.74	-0.47	0.21	-0.15	1.65	-0.29	-0.12	-0.36			-0.51		-0.15		-0.15			-0.12	0.33	0.33	0.56	0.12	0.06	-0.32	-0.2	-0.12	-0.18	-0.36	0.61	0.21	0.01	-0.04	-0.14	0.14	-0.09	-0.07	0.3	-0.29
YDR268W	MSW1   PROTEIN SYNTHESIS     MITOCHONDRIAL TRP-TRNA SYNTHETASE	-0.15	0.33	0.14	0.01	-0.06	-0.06	-0.17	0.04	0.46	0.03	0.42	0.11	0.28	-0.32	0.18	0.23	-0.25	-0.15	-0.94	-0.64	-0.67	-0.2	-0.29	-0.43	-0.1	-0.06	-0.25	0.06	0.03	0.12	-0.29	-0.06	0.06	-0.4		-0.04	0.43	-0.18	-0.43	-0.4	-0.25	-0.1	-0.56	0.08	0.39	0.07	0.16	0.23	-0.32	-0.23	-0.27	-0.23	-0.43	-0.42	-0.27	-0.54	0.1	0.6	-0.25	-0.34	-0.3	0.19	-0.14	0.07	-0.23	-0.03	-0.15	-0.23	-0.36	0.31	0.16	-0.06	-0.3	0.03	0.32	-0.01	-0.42	0.59	-0.06
